,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Total_Amount_Spent
297,1986,Master,Together,42386.0,1,0,1,3,0,3,8,0,0,0,0,0,0,100
298,1982,Graduation,Single,68627.0,0,0,1,2,3,6,1,0,0,0,0,0,0,825
299,1965,PhD,Divorced,57912.0,0,1,5,8,3,12,5,0,1,0,0,0,0,916
300,1958,Graduation,Divorced,35246.0,1,1,4,3,1,3,5,0,0,0,0,0,0,62
301,1956,2n Cycle,Together,58821.0,0,1,1,9,2,9,6,0,0,0,0,0,0,728
302,1978,PhD,Married,46377.0,1,0,1,2,1,3,4,0,0,0,0,0,0,90
303,1988,Graduation,Single,39747.0,1,0,3,5,1,4,8,0,0,0,0,0,0,273
304,1984,Graduation,Together,23976.0,1,0,3,3,1,3,7,0,0,0,0,0,0,66
305,1961,Master,Married,80950.0,0,0,1,6,7,9,2,0,0,0,1,0,0,1213
306,1966,Graduation,Widow,27038.0,0,0,1,3,0,3,9,0,0,0,0,0,1,107
307,1947,Graduation,Single,77457.0,0,0,1,2,5,10,1,0,0,1,0,0,0,1157
308,1964,Master,Married,64100.0,0,1,1,8,3,6,7,0,1,0,0,0,0,546
309,1992,Master,Together,42670.0,0,0,1,4,2,4,4,0,0,0,0,0,0,241
310,1976,Graduation,Divorced,12571.0,1,0,4,3,1,3,6,0,0,0,0,0,0,53
311,1967,Graduation,Married,22574.0,2,1,2,2,0,3,7,0,0,0,0,0,0,37
312,1989,Graduation,Married,51381.5,0,0,1,6,5,12,3,0,1,0,1,0,0,1611
313,1976,Master,Single,70893.0,0,0,1,6,6,10,3,0,0,0,0,0,0,1508
314,1966,Graduation,Married,54198.0,1,1,6,3,1,6,4,0,0,0,0,0,0,235
315,1956,Master,Together,28839.0,1,1,2,2,0,3,5,0,0,0,0,0,0,32
316,1972,Graduation,Married,40321.0,1,1,2,3,0,3,7,0,0,0,0,0,0,102
317,1985,Graduation,Single,66503.0,1,0,2,4,3,6,3,0,0,0,0,0,0,401
318,1951,Graduation,Married,30833.0,1,1,2,1,0,3,5,0,0,0,0,0,0,28
319,1970,Graduation,Single,51381.5,1,2,6,2,3,10,7,0,1,0,1,0,0,1052
320,1971,Graduation,Married,64795.0,0,1,3,3,3,12,2,0,0,0,0,0,0,680
321,1974,Graduation,Married,34421.0,1,0,1,1,0,2,7,0,0,0,0,0,0,30
322,1965,PhD,Divorced,47025.0,1,1,1,1,0,2,7,0,0,0,0,0,0,20
323,1961,PhD,Divorced,64325.0,0,1,5,10,3,5,7,0,0,0,0,0,0,1307
324,1953,Graduation,Single,40464.0,0,1,6,8,2,8,8,0,0,0,0,0,0,630
325,1957,Graduation,Married,62187.0,0,0,1,4,8,5,3,0,0,0,0,0,0,1283
326,1976,PhD,Divorced,14849.0,1,0,3,2,0,4,8,0,0,0,0,0,0,65
327,1984,Graduation,Married,27255.0,1,0,1,1,0,3,7,0,0,0,0,0,0,37
328,1950,PhD,Married,54432.0,2,1,1,1,0,3,4,0,0,0,0,0,0,38
329,1986,PhD,Single,29999.0,1,0,4,3,1,4,8,0,0,0,0,0,0,160
330,1983,Graduation,Single,24072.0,1,0,1,1,0,2,8,0,0,0,0,0,0,23
331,1989,PhD,Single,33996.0,0,0,1,1,1,3,4,0,0,0,0,0,0,71
332,1956,PhD,Married,66334.0,0,1,2,9,3,5,5,0,0,0,0,0,1,1161
333,1971,Master,Married,35178.0,1,0,1,1,1,2,7,1,0,0,0,0,1,59
334,1983,Graduation,Together,22010.0,1,0,2,2,0,3,8,0,0,0,0,0,0,33
335,1960,Graduation,Divorced,62204.0,0,2,1,4,5,12,3,0,0,0,0,0,0,946
336,1968,Graduation,Divorced,75693.0,0,0,1,11,4,6,4,0,1,1,1,0,1,1442
337,1972,Graduation,Married,30675.0,1,0,1,1,0,3,8,0,0,0,0,0,0,62
338,1965,Graduation,Together,83003.0,0,0,1,7,6,8,3,0,0,1,0,0,1,1674
339,1899,PhD,Together,83532.0,0,0,1,4,6,4,1,0,0,1,0,0,0,1853
340,1988,Graduation,Single,68655.0,0,0,1,4,5,11,3,0,0,0,0,0,0,1538
341,1986,Graduation,Divorced,41411.0,0,0,1,2,1,4,6,0,0,0,0,0,0,139
342,1969,PhD,Married,55212.0,0,1,3,4,2,11,8,0,1,0,0,1,0,1182
343,1950,PhD,Together,59292.0,0,1,2,3,5,8,3,0,0,0,0,0,0,507
344,1973,Basic,Together,27190.0,1,0,1,1,0,2,8,1,0,0,0,0,1,18
345,1952,Graduation,Divorced,82623.0,0,0,1,2,9,4,1,0,0,0,0,0,0,940
346,1965,Graduation,Married,44300.0,1,1,2,1,0,3,6,0,0,0,0,0,0,42
347,1970,Graduation,Divorced,84835.0,0,0,1,4,4,6,1,0,0,0,0,0,1,1190
348,1971,Graduation,Widow,30372.0,1,1,3,2,0,3,7,0,0,0,0,0,0,44
349,1976,Master,Married,33181.0,1,0,1,1,0,2,6,1,0,0,0,0,0,16
350,1957,Graduation,Married,71113.0,0,1,4,6,7,9,4,0,0,0,0,0,0,835
351,1986,Graduation,Married,71952.0,1,0,2,8,4,8,4,1,0,1,0,0,0,1443
352,1966,PhD,Single,69759.0,0,0,3,4,6,5,3,0,0,0,0,0,1,1029
353,1974,Graduation,Married,72099.0,0,0,1,3,4,10,1,0,0,0,0,0,0,1188
354,1976,PhD,Single,60000.0,0,1,5,11,3,5,6,0,0,0,0,0,0,1277
355,1978,Graduation,Single,38643.0,1,1,2,2,0,3,7,0,0,0,0,0,0,49
356,1955,Graduation,Married,50737.0,0,1,1,2,0,4,6,0,1,0,0,0,0,99
357,1969,PhD,Married,68462.0,0,0,1,3,3,8,1,0,0,0,0,0,0,1670
358,1943,Master,Married,65073.0,0,0,1,5,3,5,2,0,0,0,0,0,0,900
359,1948,PhD,Together,46681.0,0,2,2,4,6,4,5,0,0,0,0,0,0,425
360,1957,Graduation,Married,78618.0,0,0,1,4,7,10,2,0,1,0,0,0,0,2153
361,1969,PhD,Widow,62187.0,0,1,3,6,2,10,4,0,0,0,0,0,0,636
362,1978,Graduation,Married,28442.0,2,0,3,2,1,4,4,0,0,0,0,0,0,57
363,1978,PhD,Married,37717.0,1,0,1,1,0,2,9,0,0,0,0,0,0,25
364,1967,Graduation,Married,51479.0,1,1,7,6,3,6,7,0,0,0,0,0,0,494
365,1969,Graduation,Single,54803.0,0,1,2,6,2,9,4,0,0,0,0,0,0,693
366,1960,Graduation,Married,79530.0,0,0,1,4,10,11,2,0,0,0,0,0,0,1348
367,1976,Graduation,Divorced,31615.0,1,0,2,2,0,3,7,0,0,0,0,0,0,51
368,1962,Graduation,Together,72025.0,0,0,1,4,3,8,3,0,0,0,0,0,0,1932
369,1975,PhD,Single,52614.0,0,1,2,2,4,8,8,0,0,0,0,0,0,990
370,1984,2n Cycle,Married,35684.0,1,0,1,1,0,3,6,0,0,0,0,0,0,30
371,1975,Graduation,Married,48178.0,1,1,6,5,1,4,8,0,0,0,0,0,0,254
372,1970,Master,Single,29548.0,1,0,1,1,1,2,4,1,0,0,0,0,0,29
373,1966,Graduation,Single,63810.0,0,1,4,4,3,12,8,0,1,0,0,0,0,1371
374,1972,PhD,Single,38578.0,1,1,3,3,0,3,8,0,0,0,0,0,1,73
375,1975,Master,Single,46098.0,1,1,4,3,2,2,8,0,0,0,0,0,0,120
376,1970,Graduation,Single,22585.0,0,0,1,1,1,2,9,1,0,0,0,0,1,81
377,1989,Graduation,Single,30279.0,1,0,1,1,0,3,8,0,0,0,0,0,0,37
378,1961,PhD,Together,66426.0,0,1,2,3,5,10,6,0,0,0,0,0,0,1377
379,1969,Graduation,Single,30822.0,1,0,1,1,0,3,7,0,0,0,0,0,0,51
380,1969,PhD,Married,33581.0,2,0,1,1,0,2,8,0,0,0,0,0,0,17
381,1985,Graduation,Married,19986.0,1,0,1,0,0,3,7,0,0,0,0,0,0,22
382,1954,Graduation,Widow,27421.0,0,0,3,4,1,6,7,0,0,0,0,0,0,324
383,1973,2n Cycle,Married,35688.0,2,1,7,4,1,4,8,0,0,0,0,0,0,211
384,1981,Master,Single,36143.0,1,0,1,0,1,2,3,0,0,0,0,0,0,19
385,1971,Graduation,Single,10245.0,1,0,3,1,2,2,5,0,0,0,0,0,0,41
386,1968,Master,Together,43795.0,0,1,3,7,3,4,7,0,1,0,0,0,1,492
387,1960,Graduation,Together,63381.0,0,1,4,4,5,13,2,0,0,0,0,0,0,1005
388,1949,Graduation,Together,38823.0,0,1,1,2,1,3,6,0,0,0,0,0,0,114
389,1968,PhD,Divorced,83664.0,1,1,3,2,2,12,5,0,0,0,0,0,0,1173
390,1979,Graduation,Together,90300.0,0,0,0,5,6,8,1,0,0,1,0,0,0,1738
391,1979,Master,Together,62499.0,1,0,2,3,1,6,4,0,0,0,0,0,0,222
392,1993,Graduation,Single,74293.0,0,0,1,5,4,6,2,0,0,0,0,0,0,1127
393,1946,PhD,Married,51012.0,0,0,1,4,1,4,6,0,0,0,0,0,0,209
394,1968,Master,Married,70777.0,0,1,3,5,3,12,3,0,0,0,0,0,0,787
395,1991,PhD,Together,68682.0,0,0,1,4,9,10,2,0,0,0,0,0,0,1598
396,1971,Graduation,Married,43824.0,1,1,4,3,1,4,8,0,0,0,0,0,0,186
397,1984,Graduation,Together,15345.0,1,0,2,1,1,2,8,0,0,0,0,0,1,47
398,1987,Graduation,Single,23442.0,1,0,1,1,0,3,7,0,0,0,0,0,0,27
399,1980,2n Cycle,Together,14515.0,1,0,4,2,2,3,7,0,0,0,0,0,1,96
400,1956,2n Cycle,Divorced,31395.0,1,1,4,2,1,3,6,0,0,0,0,0,0,64
401,1965,Graduation,Together,75276.0,0,0,1,9,4,9,5,0,0,0,0,0,0,1040
402,1974,Graduation,Single,42373.0,1,1,5,2,1,5,5,0,0,0,0,0,0,163
403,1960,Graduation,Together,30507.0,0,0,1,5,1,4,7,0,0,0,0,0,0,343
404,1955,PhD,Single,55521.0,1,2,9,6,3,6,7,0,1,0,0,0,1,446
405,1965,Graduation,Married,48006.0,1,1,1,1,0,3,6,0,0,0,0,0,0,41
406,1972,PhD,Single,27213.0,1,0,3,2,0,4,8,0,0,0,0,0,1,70
407,1971,PhD,Divorced,65808.0,1,1,3,5,1,5,6,0,0,0,0,0,0,272
408,1974,PhD,Together,30351.0,1,0,1,3,0,2,9,0,0,0,0,0,0,46
409,1963,Graduation,Married,50437.0,0,2,3,7,1,8,7,0,0,0,0,0,0,490
410,1982,2n Cycle,Single,23616.0,1,0,2,3,0,3,8,0,0,0,0,0,1,79
411,1976,Graduation,Married,53858.0,0,1,4,4,3,6,4,0,0,0,0,0,0,915
412,1955,PhD,Married,66465.0,0,1,3,11,9,12,6,0,0,0,1,0,0,1485
413,1987,Graduation,Single,46923.0,1,0,3,5,1,7,7,0,0,0,0,0,0,369
414,1962,Graduation,Together,75072.0,0,1,2,5,4,8,3,0,0,0,0,0,0,1073
415,1943,PhD,Married,75865.0,0,0,1,3,5,10,1,0,0,0,0,0,0,1242
416,1975,2n Cycle,Together,19789.0,1,0,3,2,1,3,5,1,0,0,0,0,0,78
417,1994,Graduation,Together,80134.0,0,0,1,2,7,11,5,0,1,1,1,1,0,1378
418,1981,Graduation,Single,91065.0,0,0,1,7,9,9,3,0,0,1,1,0,1,1474
419,1971,Master,Married,49505.0,1,1,9,10,2,8,8,0,0,0,0,0,0,751
420,1973,PhD,Married,37401.0,1,0,2,2,0,3,7,0,0,0,0,0,0,48
421,1983,Graduation,Married,30096.0,1,0,1,2,0,3,6,0,0,0,0,0,0,45
422,1982,Master,Together,18492.0,1,0,1,1,0,2,8,0,0,0,0,0,0,10
423,1974,Master,Married,82584.0,0,0,1,3,4,8,1,0,1,1,0,0,1,1435
424,1941,PhD,Married,93027.0,0,0,0,7,10,5,2,0,0,1,0,0,0,2119
425,1953,Graduation,Married,48686.0,1,2,1,1,0,2,8,0,0,0,0,0,0,20
426,1986,Graduation,Married,92910.0,0,0,1,6,7,13,1,0,1,1,1,0,0,1795
427,1989,Graduation,Married,75433.0,1,0,2,2,5,10,6,0,1,0,1,0,0,1188
428,1989,2n Cycle,Together,10404.0,1,0,2,1,0,4,5,0,0,0,0,0,0,43
429,1968,Graduation,Married,61314.0,0,1,2,5,5,12,3,0,0,0,0,0,0,1008
430,1961,PhD,Single,84865.0,0,0,1,2,4,9,4,0,1,1,1,1,1,1688
431,1989,Graduation,Married,42387.0,1,0,5,8,1,7,8,0,0,0,0,0,0,684
432,1967,2n Cycle,Together,67309.0,1,1,15,9,6,9,7,0,0,0,0,0,0,1082
433,1964,Graduation,Married,75236.0,0,1,1,8,3,13,4,0,0,0,0,0,0,1068
434,1970,Graduation,Single,30015.0,1,0,2,1,0,4,5,0,0,0,0,0,0,57
435,1956,Master,Together,50943.0,0,1,1,1,0,3,5,0,0,0,0,0,0,46
436,1966,Graduation,Divorced,67272.0,0,1,3,6,2,12,5,0,0,0,0,0,0,733
437,1949,Master,Widow,51529.0,0,1,2,9,1,5,8,0,0,0,0,0,0,467
438,1971,PhD,Married,32011.0,1,0,3,2,1,4,7,0,0,0,0,0,0,122
439,1986,2n Cycle,Married,7500.0,1,0,2,2,0,3,8,0,0,0,0,0,0,36
440,1989,Graduation,Married,28691.0,1,0,1,1,0,3,8,0,0,0,0,0,0,34
441,1948,PhD,Married,56223.0,0,1,2,2,1,5,4,0,0,0,0,0,0,156
442,1946,Graduation,Married,18100.0,0,0,1,0,0,3,5,0,0,0,0,0,0,14
443,1989,Graduation,Single,30279.0,1,0,1,1,0,3,8,0,0,0,0,0,0,37
444,1974,2n Cycle,Married,20130.0,0,0,1,1,0,3,8,0,0,0,0,0,0,34
445,1959,Graduation,Divorced,23295.0,0,0,1,1,0,2,8,0,0,0,0,0,0,20
446,1972,Master,Divorced,42618.0,1,0,2,5,0,4,8,0,0,0,0,0,0,192
447,1964,Graduation,Single,81246.0,0,0,1,4,5,7,1,1,0,0,1,0,0,1379
448,1976,Graduation,Married,24027.0,1,0,2,2,0,3,8,0,0,0,0,0,0,48
449,1953,PhD,Married,55707.0,0,1,2,3,2,9,3,0,0,0,0,0,0,428
450,1955,Graduation,Single,57959.0,0,1,5,4,7,11,3,0,0,0,0,0,0,868
451,1969,Graduation,Married,56796.0,0,1,3,8,9,7,7,0,0,0,0,0,0,1001
452,1971,Master,Single,36230.0,1,0,1,2,0,4,5,0,0,0,0,0,0,59
453,1980,2n Cycle,Married,70829.0,1,1,2,4,2,8,3,0,0,0,0,0,0,431
454,1976,Graduation,Married,65991.0,0,1,3,9,5,10,7,0,0,0,0,0,0,971
455,1972,Graduation,Married,38988.0,1,2,7,5,1,6,8,0,0,0,0,0,0,348
456,1966,2n Cycle,Single,89572.0,0,0,1,7,7,9,4,0,1,0,1,0,1,2059
457,1984,Master,Married,42207.0,1,0,4,4,1,5,6,1,0,0,0,0,1,265
458,1952,Graduation,Married,50300.0,0,1,2,2,1,8,2,0,0,0,0,0,0,270
459,1982,2n Cycle,Together,66664.0,0,0,1,5,7,6,3,0,0,0,0,0,0,1289
460,1964,Graduation,Married,60597.0,0,1,4,2,2,8,7,0,0,0,1,0,1,893
461,1949,Graduation,Widow,70165.0,0,0,1,3,7,11,1,0,0,0,0,0,0,926
462,1958,PhD,Widow,50520.0,0,1,2,3,1,3,6,0,0,0,0,0,0,135
463,1963,Graduation,Married,80124.0,0,0,1,3,7,8,1,1,0,0,0,0,0,1495
464,1975,Graduation,Married,33183.0,1,0,2,4,0,3,7,0,0,0,0,0,0,120
465,1969,PhD,Single,66582.0,0,0,1,2,8,9,1,0,0,0,0,0,0,1288
466,1955,PhD,Together,75261.0,0,0,1,5,6,5,2,0,1,1,0,0,1,1743
467,1970,Graduation,Widow,31880.0,1,0,1,1,0,2,8,0,0,0,0,0,0,15
468,1951,Graduation,Married,53790.0,0,2,3,7,2,8,6,0,0,0,0,0,0,542
469,1971,PhD,Together,49269.0,1,0,3,7,3,12,7,0,0,0,0,0,0,890
470,1975,Graduation,Married,61456.0,0,1,4,6,10,13,4,0,0,0,0,0,0,1388
471,1980,Graduation,Married,37406.0,1,0,1,1,0,2,8,0,0,0,0,0,1,17
472,1981,PhD,Together,56937.0,1,0,7,8,6,9,6,0,1,0,0,0,1,906
473,1978,Graduation,Married,38415.0,1,1,2,1,0,3,7,0,0,0,0,0,0,44
474,1988,Graduation,Single,20518.0,1,0,1,1,1,2,5,0,0,0,0,0,0,25
475,1956,Graduation,Married,62503.0,0,1,4,8,3,11,5,0,0,0,0,0,0,973
476,1972,PhD,Single,41644.0,1,1,2,1,0,3,3,0,0,0,0,0,0,31
477,1977,Master,Married,55842.0,0,1,1,7,1,8,5,0,0,0,0,0,0,518
478,1972,PhD,Married,62010.0,0,1,4,6,2,7,5,0,0,0,0,0,0,530
479,1977,Graduation,Married,41124.0,1,0,7,7,3,4,8,0,0,0,0,0,0,506
480,1973,Master,Married,38961.0,1,0,1,2,1,2,7,0,0,0,0,0,0,70
481,1972,Master,Divorced,37760.0,1,0,1,2,0,3,6,0,0,0,0,0,0,54
482,1974,Graduation,Single,32233.0,1,0,2,6,2,2,9,1,0,0,0,0,1,296
483,1975,Graduation,Married,43057.0,0,1,4,4,2,5,5,0,0,0,0,0,0,266
484,1960,Master,Together,83151.0,0,0,1,5,9,4,3,0,0,0,0,0,0,747
485,1964,PhD,Divorced,78825.0,0,0,1,5,10,13,3,0,0,0,0,0,1,895
486,1976,Master,Together,65104.0,0,1,2,3,5,7,7,0,0,0,0,0,0,1053
487,1974,Graduation,Married,60093.0,0,1,2,7,2,10,6,0,0,0,0,0,0,735
488,1969,Graduation,Married,14045.0,1,0,1,1,0,3,7,0,0,0,0,0,0,20
489,1952,2n Cycle,Widow,28457.0,0,0,1,4,1,4,8,0,0,0,0,0,0,205
490,1958,PhD,Together,78952.0,0,1,2,2,5,12,6,0,0,0,0,0,0,2092
491,1976,Graduation,Divorced,46310.0,1,0,2,6,1,5,8,0,0,0,0,0,0,309
492,1955,Graduation,Together,76005.0,0,0,1,3,5,13,6,0,0,0,1,0,0,1722
493,1964,Master,Single,58308.0,0,1,4,2,6,3,8,0,0,0,0,0,0,900
494,1944,PhD,Divorced,55614.0,0,0,1,9,4,6,7,0,1,0,0,0,0,682
495,1962,Master,Divorced,59432.0,0,1,3,5,3,11,5,0,0,0,0,0,0,663
496,1978,Graduation,Divorced,55563.0,0,1,1,2,0,3,3,0,0,0,0,0,0,43
497,1971,PhD,Together,78642.0,0,1,1,4,9,4,6,0,0,0,0,0,0,1816
498,1949,PhD,Together,67911.0,0,1,3,6,7,11,3,0,0,0,0,0,0,976
499,1944,Graduation,Married,65275.0,0,0,1,4,3,13,2,0,0,0,0,0,0,746
500,1950,Graduation,Together,27203.0,1,1,2,1,1,2,8,0,0,0,0,0,0,64
501,1961,Master,Together,48330.0,0,1,1,1,0,3,5,0,0,0,0,0,0,32
502,1990,Basic,Married,24279.0,0,0,1,4,1,3,8,0,0,0,0,0,0,263
503,1985,PhD,Married,64355.0,1,0,2,4,3,12,8,0,0,0,0,0,0,1445
504,1956,Master,Together,50943.0,0,1,1,1,0,3,5,0,0,0,0,0,0,46
505,1953,Graduation,Widow,53653.0,0,0,2,10,4,12,6,0,0,0,0,0,0,1210
506,1976,Graduation,Married,65665.0,0,1,1,5,10,8,3,0,0,0,0,0,0,945
507,1989,Graduation,Single,81217.0,0,0,1,3,7,11,1,0,0,0,0,0,0,1157
508,1992,Graduation,Married,34935.0,0,0,1,2,1,4,7,0,0,0,0,0,0,137
509,1959,Graduation,Divorced,61250.0,0,1,6,5,2,12,5,0,0,0,0,0,0,730
510,1981,PhD,Together,39665.0,1,0,3,4,2,3,7,1,0,0,0,0,0,216
511,1979,Graduation,Single,60152.0,0,1,1,6,4,12,3,0,0,0,0,0,0,943
512,1964,Graduation,Married,48920.0,0,2,3,6,2,5,7,0,1,0,0,0,0,347
513,1959,Master,Together,89120.0,0,0,1,5,6,7,1,0,0,1,0,0,0,1924
514,1946,PhD,Together,44124.0,0,1,4,6,2,5,8,0,0,0,0,0,0,397
515,1975,Master,Single,81169.0,0,0,1,5,7,9,2,0,0,0,0,0,0,2089
516,1961,Graduation,Married,36443.0,1,1,4,3,1,3,8,0,0,0,0,0,0,138
517,1990,Graduation,Single,26095.0,1,0,1,1,0,3,7,0,0,0,0,0,0,42
518,1959,Graduation,Together,71367.0,0,0,1,4,5,7,2,0,0,0,0,0,0,777
519,1944,Master,Married,80184.0,0,0,1,6,3,10,3,0,0,1,1,0,0,1902
520,1965,Graduation,Divorced,30630.0,1,1,2,2,0,3,7,0,0,0,0,0,0,52
521,1987,Master,Single,73454.0,0,0,1,2,4,6,5,1,0,0,0,0,0,1651
522,1991,Graduation,Married,42691.0,0,0,1,5,1,6,5,0,0,0,0,0,0,358
523,1953,Graduation,Married,70503.0,0,0,1,2,4,9,6,0,1,1,0,0,0,1727
524,1987,Graduation,Married,25545.0,1,0,3,2,2,3,6,0,0,0,0,0,1,210
525,1986,Graduation,Married,32880.0,1,0,1,1,0,3,8,0,0,0,0,0,0,42
526,1958,PhD,Together,77863.0,0,0,1,4,5,10,2,0,0,0,0,0,0,1291
527,1977,Master,Married,50353.0,0,0,1,4,4,6,3,0,0,0,0,0,0,442
528,1964,Graduation,Single,61839.0,0,0,1,4,8,4,8,0,0,0,0,0,0,1895
529,1960,PhD,Married,49154.0,1,1,6,4,1,8,6,0,0,0,0,0,0,411
530,1975,2n Cycle,Widow,47682.0,0,1,4,4,3,8,5,0,0,0,0,0,0,521
531,1969,Graduation,Single,72679.0,0,1,1,4,7,5,1,0,0,0,0,0,0,1168
532,1977,Master,Together,57954.0,1,1,7,8,2,6,7,0,1,0,0,0,0,493
533,1962,Graduation,Married,65316.0,1,1,2,3,2,5,4,0,0,0,0,0,0,260
534,1982,Graduation,Single,28567.0,1,0,2,2,0,3,6,0,0,0,0,0,0,46
535,1951,Master,Together,47352.0,0,1,4,6,1,5,7,0,0,0,0,0,0,319
536,1967,Graduation,Together,44931.0,0,1,1,2,1,3,5,0,0,0,0,0,0,96
537,1967,Graduation,Divorced,76982.0,0,0,1,8,3,4,4,0,0,1,0,0,1,1062
538,1952,2n Cycle,Together,57247.0,0,1,2,2,1,7,2,0,0,0,0,0,0,232
539,1981,Master,Single,22944.0,1,0,3,3,0,3,7,0,0,0,0,0,0,76
540,1977,2n Cycle,Together,25315.0,1,0,3,3,0,3,8,0,0,0,0,0,0,54
541,1969,Graduation,Widow,43638.0,0,1,2,4,1,4,7,0,0,0,0,0,0,201
542,1984,PhD,Single,42710.0,1,0,2,4,5,3,6,0,0,0,0,0,0,406
543,1982,PhD,Married,84169.0,0,0,1,7,6,6,3,0,1,1,0,0,1,1919
544,1976,Graduation,Together,54058.0,0,1,2,4,6,8,3,0,0,0,0,0,0,662
545,1990,2n Cycle,Married,24683.0,1,0,2,2,0,4,5,0,0,0,0,0,0,41
546,1964,Graduation,Widow,85620.0,0,0,1,3,6,4,1,0,0,0,0,0,1,1600
547,1980,Graduation,Married,47850.0,1,0,1,3,0,4,6,0,0,0,0,0,0,134
548,1968,Graduation,Married,19514.0,1,1,4,3,1,2,8,1,0,0,0,0,1,69
549,1973,Master,Married,27159.0,1,1,2,1,0,3,6,0,0,0,0,0,0,21
550,1963,2n Cycle,Single,39548.0,1,1,2,1,1,3,3,0,0,0,0,0,0,54
551,1989,Graduation,Single,21474.0,1,0,2,3,1,2,7,1,0,0,0,0,1,91
552,1971,PhD,Single,60504.0,0,1,2,6,2,8,6,0,0,0,0,0,0,526
553,1963,Graduation,Married,22419.0,0,0,1,3,2,2,8,0,0,0,0,0,0,162
554,1949,Master,Married,81698.0,0,0,1,3,8,13,1,0,0,0,0,0,1,1008
555,1952,Graduation,Together,43462.0,1,1,6,4,1,5,8,0,0,0,0,0,0,240
556,1978,PhD,Single,54880.0,1,0,2,6,2,11,5,0,0,0,0,0,0,795
557,1982,Graduation,Married,79908.0,0,0,1,5,6,7,2,0,0,1,0,0,0,1772
558,1970,2n Cycle,Married,15315.0,0,0,2,2,0,4,5,0,0,0,0,0,0,64
559,1959,Graduation,Together,87771.0,0,1,1,5,10,4,6,0,1,1,1,1,1,1957
560,1978,Graduation,Married,33039.0,1,0,1,2,0,4,5,0,0,0,0,0,0,78
561,1980,Graduation,Single,81741.0,0,0,0,6,6,7,2,0,0,0,0,0,0,1572
562,1971,Master,Together,71499.0,0,1,2,8,3,13,4,0,0,0,0,0,0,795
563,1970,2n Cycle,Married,62466.0,0,1,5,6,3,12,4,0,0,0,0,0,0,889
564,1963,PhD,Divorced,48799.0,0,1,3,3,2,7,3,0,0,0,0,0,0,331
565,1950,PhD,Together,52157.0,0,1,2,3,2,5,4,0,0,0,0,0,0,265
566,1962,Graduation,Single,66565.0,0,1,4,4,2,9,8,0,0,0,0,0,0,1065
567,1951,Master,Together,29298.0,1,1,1,1,0,2,5,0,0,0,0,0,0,11
568,1979,Graduation,Single,47691.0,0,1,1,1,0,2,6,0,0,0,0,0,0,21
569,1970,Graduation,Together,38200.0,1,1,1,1,0,2,7,0,0,0,0,0,0,17
570,1974,Graduation,Married,44989.0,0,1,5,5,1,5,6,0,0,0,0,0,0,369
571,1968,PhD,Married,38443.0,1,1,2,1,0,3,7,0,0,0,0,0,0,38
572,1978,2n Cycle,Single,38593.0,1,0,3,4,1,3,8,0,0,0,0,0,0,177
573,1970,PhD,Together,64413.0,0,1,1,5,1,5,5,0,0,0,0,0,0,279
574,1981,Master,Married,36959.0,1,0,2,2,0,3,8,0,0,0,0,0,0,62
575,1977,PhD,Married,61996.0,0,1,3,6,4,8,5,0,1,0,1,1,1,1230
576,1968,Graduation,Married,51287.0,1,1,3,4,1,3,7,0,0,0,0,0,0,182
577,1970,Graduation,Married,13260.0,1,1,4,3,0,3,8,0,0,0,0,0,0,49
578,1966,PhD,Together,47472.0,1,1,2,2,0,4,5,0,0,0,0,0,0,75
579,1956,Master,Together,54603.0,1,1,6,4,2,4,7,0,0,0,0,0,0,227
580,1974,PhD,Married,45207.0,1,1,5,3,1,6,6,0,1,0,0,0,0,215
581,1951,Graduation,Together,40689.0,0,1,7,7,1,5,8,0,0,0,0,0,0,444
582,1967,2n Cycle,Together,47821.0,1,1,1,1,0,3,8,0,0,0,0,0,0,47
583,1951,Master,Married,27450.0,0,0,1,2,1,3,7,0,0,0,0,0,0,143
584,1983,Graduation,Together,39453.0,1,0,2,2,0,3,6,0,0,0,0,0,0,55
585,1971,2n Cycle,Together,26850.0,1,1,4,2,1,4,4,0,0,0,0,0,0,63
586,1955,Graduation,Widow,79800.0,0,0,1,5,11,5,3,1,0,1,1,0,1,1867
587,1961,Master,Married,61794.0,0,1,2,4,4,10,2,0,0,0,0,0,0,611
588,1955,Graduation,Together,53863.0,0,1,3,7,1,7,7,0,1,0,0,0,0,473
589,1959,Graduation,Together,24221.0,0,0,1,1,1,3,4,0,0,0,0,0,0,55
590,1984,PhD,Single,39684.0,1,0,2,2,1,2,7,0,0,0,0,0,1,81
591,1975,Master,Married,92163.0,0,0,0,5,11,5,2,0,0,1,1,0,1,2086
592,1965,Master,Single,69882.0,0,0,1,3,7,9,1,0,0,0,0,0,0,1478
593,1977,Graduation,Together,33178.0,1,0,1,1,0,3,4,0,0,0,0,0,0,49
594,1972,PhD,Married,59973.0,0,0,1,3,4,7,1,0,0,0,0,0,0,382
595,1975,Master,Together,17459.0,1,0,3,3,1,2,7,0,0,0,0,0,1,69
596,1969,Graduation,Divorced,23910.0,1,0,1,2,0,3,7,0,0,0,0,0,0,67
